MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,COEMISSIONS,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z,scaled_fuel_consumption,scaled_engine_size,scaled_coemissions
HONDA,ACCORD DX,MID-SIZE,2.3,4,11.5,235,False,False,False,False,True,False,False,False,True,False,0.308411214953271,0.1857142857142857,0.3350383631713555
DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,22.1,437,False,False,False,False,True,False,False,False,True,False,0.8037383177570095,0.6,0.8516624040920716
VOLVO,V70R AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,14.7,299,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.19999999999999998,0.49872122762148335
SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,14.2,304,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.21428571428571427,0.5115089514066496
SATURN,SL #,COMPACT,1.9,4,10.3,202,False,False,False,False,True,False,False,False,True,False,0.25233644859813087,0.12857142857142856,0.2506393861892583
TOYOTA,CAMRY,MID-SIZE,3.0,6,13.4,267,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.2857142857142857,0.41687979539641945
NISSAN,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,17.3,361,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.32857142857142857,0.6572890025575447
TOYOTA,ECHO,COMPACT,1.5,4,8.2,173,False,False,False,False,True,False,False,False,True,False,0.15420560747663548,0.07142857142857142,0.17647058823529413
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,18.7,386,False,False,False,False,True,False,False,False,True,False,0.6448598130841121,0.4714285714285714,0.7212276214833759
HYUNDAI,ACCENT,COMPACT,1.5,4,10.5,209,True,False,False,False,False,False,False,False,True,False,0.2616822429906542,0.07142857142857142,0.26854219948849106
PONTIAC,GRAND AM,COMPACT,2.4,4,12.1,242,True,False,False,False,False,False,False,False,True,False,0.3364485981308411,0.19999999999999998,0.35294117647058826
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,0.4714285714285714,0.629156010230179
CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.5,6,13.6,269,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.21428571428571427,0.4219948849104859
CHEVROLET,S10,PICKUP TRUCK - SMALL,4.3,6,15.4,313,True,False,False,False,False,False,False,False,True,False,0.4906542056074767,0.4714285714285714,0.5345268542199488
SATURN,LS,MID-SIZE,2.2,4,12.2,235,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.17142857142857146,0.3350383631713555
TOYOTA,CAMRY SOLARA,COMPACT,3.0,6,12.7,253,False,False,False,False,True,False,False,False,True,False,0.3644859813084112,0.2857142857142857,0.38107416879795397
DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,16.2,320,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,0.39999999999999997,0.5524296675191815
JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4.0,8,15.5,306,False,True,False,False,False,False,False,False,False,True,0.4953271028037383,0.42857142857142855,0.5166240409207161
JEEP,GRAND CHEROKEE 4X4,SUV,4.0,6,16.5,336,True,False,False,False,False,False,False,False,True,False,0.5420560747663552,0.42857142857142855,0.5933503836317136
VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,13.0,260,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.1857142857142857,0.3989769820971867
VOLKSWAGEN,GOLF,COMPACT,2.0,4,11.9,244,True,False,False,False,False,False,False,False,True,False,0.3271028037383178,0.14285714285714285,0.35805626598465473
CHRYSLER,INTREPID,FULL-SIZE,3.5,6,14.4,283,False,False,True,False,False,False,False,False,True,False,0.44392523364485986,0.35714285714285715,0.4578005115089514
CHRYSLER,INTREPID,FULL-SIZE,3.2,6,14.2,274,False,False,True,False,False,False,False,False,True,False,0.43457943925233644,0.31428571428571433,0.43478260869565216
HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,11.4,228,False,False,False,False,True,False,False,False,True,False,0.3037383177570094,0.14285714285714285,0.3171355498721228
AUDI,A6 QUATTRO,MID-SIZE,2.7,6,15.2,304,False,True,False,False,False,False,False,False,False,True,0.48130841121495327,0.24285714285714288,0.5115089514066496
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,5.9,8,20.8,423,True,False,False,False,False,False,False,False,True,False,0.7429906542056075,0.7000000000000001,0.8158567774936062
SUBARU,IMPREZA AWD,SUBCOMPACT,2.2,4,11.7,239,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.17142857142857146,0.3452685421994885
AUDI,A4,COMPACT,2.8,6,13.2,260,False,False,False,False,True,False,False,False,False,True,0.3878504672897196,0.2571428571428571,0.3989769820971867
AUDI,S4 QUATTRO,COMPACT,2.7,6,15.2,304,False,True,False,False,False,False,False,False,False,True,0.48130841121495327,0.24285714285714288,0.5115089514066496
NISSAN,ALTIMA,COMPACT,2.4,4,11.6,235,False,False,False,False,True,False,False,False,True,False,0.3130841121495327,0.19999999999999998,0.3350383631713555
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,16.8,329,False,False,False,False,True,False,False,False,True,False,0.5560747663551402,0.41428571428571426,0.5754475703324808
MAZDA,MILLENIA,COMPACT,2.5,6,13.8,276,True,False,False,False,False,False,False,False,False,True,0.41588785046728977,0.21428571428571427,0.4398976982097187
LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,15.3,304,True,False,False,False,False,False,False,False,True,False,0.485981308411215,0.5142857142857142,0.5115089514066496
FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,17.8,354,False,False,False,False,True,False,False,False,True,False,0.602803738317757,0.5142857142857142,0.639386189258312
LINCOLN,LS,MID-SIZE,3.0,6,15.5,304,False,False,False,False,True,False,False,False,True,False,0.4953271028037383,0.2857142857142857,0.5115089514066496
FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3.0,6,14.2,278,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.2857142857142857,0.44501278772378516
DAEWOO,LANOS,SUBCOMPACT,1.5,4,10.3,205,False,False,False,False,True,False,False,False,True,False,0.25233644859813087,0.07142857142857142,0.25831202046035806
CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.8,345,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,0.4714285714285714,0.6163682864450127
MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6,16.2,322,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.2857142857142857,0.5575447570332481
GMC,C2500 SIERRA,PICKUP TRUCK - STANDARD,6.0,8,21.4,435,True,False,False,False,False,False,False,False,True,False,0.7710280373831776,0.7142857142857143,0.8465473145780051
CHEVROLET,MALIBU,MID-SIZE,3.1,6,13.1,255,True,False,False,False,False,False,False,False,True,False,0.38317757009345793,0.3,0.38618925831202044
TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,15.2,324,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.34285714285714286,0.5626598465473146
DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.9,6,18.1,375,True,False,False,False,False,False,False,False,True,False,0.6168224299065421,0.41428571428571426,0.6930946291560103
BMW,Z3,SUBCOMPACT,2.8,6,13.9,278,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.2571428571428571,0.44501278772378516
KIA,SEPHIA,COMPACT,1.8,4,11.2,237,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.1142857142857143,0.340153452685422
FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,19.9,403,True,False,False,False,False,False,False,False,True,False,0.7009345794392523,0.6285714285714287,0.7647058823529411
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,16.3,334,True,False,False,False,False,False,False,False,True,False,0.5327102803738318,0.5428571428571428,0.5882352941176471
AUDI,A6,MID-SIZE,2.8,6,15.0,294,False,True,False,False,False,False,False,False,False,True,0.4719626168224299,0.2571428571428571,0.4859335038363171
SATURN,LW WAGON,STATION WAGON - MID-SIZE,3.0,6,13.3,269,True,False,False,False,False,False,False,False,True,False,0.39252336448598135,0.2857142857142857,0.4219948849104859
FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,10.9,216,False,False,False,False,True,False,False,False,True,False,0.28037383177570097,0.14285714285714285,0.2864450127877238
ISUZU,TROOPER 4X4,SUV,3.5,6,17.9,368,False,False,False,False,True,False,False,False,True,False,0.6074766355140186,0.35714285714285715,0.6751918158567775
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,11.2,225,False,False,False,False,True,False,False,False,False,True,0.29439252336448596,0.1142857142857143,0.309462915601023
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,17.4,345,False,False,False,False,True,False,False,False,True,False,0.5841121495327103,0.41428571428571426,0.6163682864450127
VOLKSWAGEN,EUROVAN CAMPER,MINIVAN,2.8,6,18.6,375,True,False,False,False,False,False,False,False,True,False,0.6401869158878506,0.2571428571428571,0.6930946291560103
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,13.2,258,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.1142857142857143,0.3938618925831202
PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,9.1,191,False,False,False,False,False,False,False,False,True,False,0.19626168224299062,0.042857142857142864,0.22250639386189258
CHEVROLET,CAVALIER BIFUEL,SUBCOMPACT,2.2,4,11.8,242,False,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.17142857142857146,0.35294117647058826
DODGE,DURANGO 5.9 R/T 4X4,SUV,5.9,8,22.3,444,True,False,False,False,False,False,False,False,False,True,0.8130841121495327,0.7000000000000001,0.8695652173913043
GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,20.2,407,False,False,False,False,True,False,False,False,True,False,0.7149532710280374,0.5428571428571428,0.7749360613810742
MERCEDES-BENZ,ML 430,SUV,4.3,8,17.0,354,False,True,False,False,False,False,False,False,False,True,0.5654205607476636,0.4714285714285714,0.639386189258312
LINCOLN,CONTINENTAL,FULL-SIZE,4.6,8,15.2,297,True,False,False,False,False,False,False,False,False,True,0.48130841121495327,0.5142857142857142,0.4936061381074169
LEXUS,ES 300,COMPACT,3.0,6,13.8,276,True,False,False,False,False,False,False,False,True,False,0.41588785046728977,0.2857142857142857,0.4398976982097187
JAGUAR,XKR #,SUBCOMPACT,4.0,8,15.7,313,False,True,False,False,False,False,False,False,False,True,0.5046728971962616,0.42857142857142855,0.5345268542199488
ACURA,INTEGRA,SUBCOMPACT,1.8,4,10.6,219,False,False,False,False,True,False,False,False,True,False,0.26635514018691586,0.1142857142857143,0.29411764705882354
BMW,540i,COMPACT,4.4,8,14.7,294,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.48571428571428577,0.4859335038363171
NISSAN,XTERRA,SUV,2.4,4,14.2,292,False,False,False,False,True,False,False,False,True,False,0.43457943925233644,0.19999999999999998,0.48081841432225064
NISSAN,XTERRA V6,SUV,3.3,6,15.9,338,False,False,False,False,True,False,False,False,True,False,0.5140186915887851,0.32857142857142857,0.59846547314578
NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,16.1,345,False,False,False,False,True,False,False,False,True,False,0.5233644859813085,0.32857142857142857,0.6163682864450127
AUDI,A4 QUATTRO,COMPACT,2.8,6,14.3,288,False,False,False,False,True,False,False,False,False,True,0.4392523364485982,0.2571428571428571,0.47058823529411764
BMW,740i,MID-SIZE,4.4,8,15.4,308,False,True,False,False,False,False,False,False,False,True,0.4906542056074767,0.48571428571428577,0.5217391304347826
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,13.4,262,False,False,False,False,True,False,False,False,False,True,0.39719626168224303,0.2571428571428571,0.4040920716112532
VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,11.2,230,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.14285714285714285,0.32225063938618925
ACURA,3.5RL,MID-SIZE,3.5,6,15.0,301,True,False,False,False,False,False,False,False,False,True,0.4719626168224299,0.35714285714285715,0.5038363171355499
TOYOTA,RAV4,SUV,2.0,4,11.3,235,True,False,False,False,False,False,False,False,True,False,0.2990654205607477,0.14285714285714285,0.3350383631713555
ISUZU,HOMBRE 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.8,345,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,0.4714285714285714,0.6163682864450127
HONDA,ACCORD,MID-SIZE,3.0,6,13.0,260,True,False,False,False,False,False,False,False,True,False,0.37850467289719625,0.2857142857142857,0.3989769820971867
GMC,C1500 YUKON,SUV,4.8,8,18.7,391,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,0.5428571428571428,0.7340153452685422
MERCEDES-BENZ,E 320,MID-SIZE,3.2,6,12.9,253,False,True,False,False,False,False,False,False,False,True,0.3738317757009346,0.31428571428571433,0.38107416879795397
VOLKSWAGEN,EUROVAN,MINIVAN,2.8,6,17.6,357,True,False,False,False,False,False,False,False,True,False,0.5934579439252338,0.2571428571428571,0.6470588235294118
MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4,11.1,230,False,False,False,False,True,False,False,False,True,False,0.2897196261682243,0.1142857142857143,0.32225063938618925
FORD,E150 VAN,VAN - CARGO,5.4,8,17.9,363,True,False,False,False,False,False,False,False,True,False,0.6074766355140186,0.6285714285714287,0.6624040920716112
AUDI,S4 QUATTRO,COMPACT,2.7,6,15.2,304,False,False,False,False,False,True,False,False,False,True,0.48130841121495327,0.24285714285714288,0.5115089514066496
SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,13.9,276,True,False,False,False,False,False,False,False,True,False,0.42056074766355145,0.1857142857142857,0.4398976982097187
FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,16.2,322,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.2857142857142857,0.5575447570332481
BMW,750iL,FULL-SIZE,5.4,12,19.1,373,False,True,False,False,False,False,False,False,False,True,0.663551401869159,0.6285714285714287,0.6879795396419437
FORD,ESCORT ZX2,COMPACT,2.0,4,10.6,216,False,False,False,False,True,False,False,False,True,False,0.26635514018691586,0.14285714285714285,0.2864450127877238
BMW,328Ci,COMPACT,2.8,6,13.9,274,False,True,False,False,False,False,False,False,False,True,0.42056074766355145,0.2571428571428571,0.43478260869565216
DAEWOO,LEGANZA,COMPACT,2.2,4,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.17142857142857146,0.4117647058823529
FORD,EXPLORER 4X4,SUV,5.0,8,18.7,373,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,0.5714285714285714,0.6879795396419437
VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,14.7,288,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.2571428571428571,0.47058823529411764
DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,18.3,370,True,False,False,False,False,False,False,False,True,False,0.6261682242990655,0.5285714285714286,0.680306905370844
SUZUKI,VITARA CONVERTIBLE 4X4,SUV,1.6,4,10.5,228,False,False,False,False,True,False,False,False,True,False,0.2616822429906542,0.08571428571428573,0.3171355498721228
MAZDA,MILLENIA #,COMPACT,2.3,6,13.7,271,True,False,False,False,False,False,False,False,False,True,0.411214953271028,0.1857142857142857,0.42710997442455245
DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.2,8,21.6,435,True,False,False,False,False,False,False,False,True,False,0.7803738317757011,0.6,0.8465473145780051
SUZUKI,VITARA CONVERTIBLE 4X4,SUV,2.0,4,11.8,255,False,False,False,False,True,False,False,False,True,False,0.3224299065420561,0.14285714285714285,0.38618925831202044
TOYOTA,AVALON,FULL-SIZE,3.0,6,12.7,251,True,False,False,False,False,False,False,False,True,False,0.3644859813084112,0.2857142857142857,0.37595907928388744
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,14.7,288,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.2571428571428571,0.47058823529411764
TOYOTA,CAMRY,MID-SIZE,2.2,4,11.8,239,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.17142857142857146,0.3452685421994885
CADILLAC,DEVILLE,FULL-SIZE,4.6,8,15.5,297,True,False,False,False,False,False,False,False,False,True,0.4953271028037383,0.5142857142857142,0.4936061381074169
VOLVO,S70,MID-SIZE,2.4,5,12.6,251,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.19999999999999998,0.37595907928388744
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6,16.3,331,True,False,False,False,False,False,False,False,True,False,0.5327102803738318,0.41428571428571426,0.5805626598465473
LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.42857142857142855,0.7647058823529411
DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,11.9,237,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.14285714285714285,0.340153452685422
GMC,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,17.4,359,True,False,False,False,False,False,False,False,True,False,0.5841121495327103,0.4714285714285714,0.6521739130434783
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.9,8,21.5,416,True,False,False,False,False,False,False,False,True,False,0.7757009345794393,0.7000000000000001,0.7979539641943734
MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4.0,6,16.5,343,False,False,False,False,True,False,False,False,True,False,0.5420560747663552,0.42857142857142855,0.6112531969309463
MERCEDES-BENZ,C 43 AMG,COMPACT,4.3,8,14.7,304,False,True,False,False,False,False,False,False,False,True,0.45794392523364486,0.4714285714285714,0.5115089514066496
CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,16.2,320,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,0.39999999999999997,0.5524296675191815
LAND ROVER,RANGE ROVER 4X4,SUV,4.6,8,22.1,458,True,False,False,False,False,False,False,False,False,True,0.8037383177570095,0.5142857142857142,0.9053708439897699
SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,9.9,205,True,False,False,False,False,False,False,False,True,False,0.23364485981308414,0.08571428571428573,0.25831202046035806
FORD,E250 VAN,VAN - CARGO,4.2,6,19.1,391,True,False,False,False,False,False,False,False,True,False,0.663551401869159,0.4571428571428572,0.7340153452685422
PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,11.8,242,False,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.17142857142857146,0.35294117647058826
SATURN,SL,COMPACT,1.9,4,9.3,184,False,False,False,False,True,False,False,False,True,False,0.20560747663551404,0.12857142857142856,0.20460358056265984
CHEVROLET,IMPALA,FULL-SIZE,3.4,6,13.6,260,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.34285714285714286,0.3989769820971867
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,15.0,297,False,False,False,False,True,False,False,False,False,True,0.4719626168224299,0.24285714285714288,0.4936061381074169
CHEVROLET,ASTRO PASSENGER,VAN - PASSENGER,4.3,6,17.7,368,True,False,False,False,False,False,False,False,True,False,0.5981308411214953,0.4714285714285714,0.6751918158567775
SAAB,9-5 TURBO,FULL-SIZE,2.3,4,13.9,276,True,False,False,False,False,False,False,False,True,False,0.42056074766355145,0.1857142857142857,0.4398976982097187
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,11.2,225,False,False,False,False,True,False,False,False,False,True,0.29439252336448596,0.1142857142857143,0.309462915601023
CHEVROLET,NEW C1500 TAHOE,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,0.6142857142857142,0.7340153452685422
NISSAN,XTERRA V6,SUV,3.3,6,16.5,343,True,False,False,False,False,False,False,False,True,False,0.5420560747663552,0.32857142857142857,0.6112531969309463
PONTIAC,SUNFIRE,SUBCOMPACT,2.2,4,11.6,232,True,False,False,False,False,False,False,False,True,False,0.3130841121495327,0.17142857142857146,0.3273657289002558
VOLKSWAGEN,JETTA,COMPACT,2.8,6,14.2,283,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.2571428571428571,0.4578005115089514
DODGE,VIPER GTS,SUBCOMPACT,8.0,10,21.4,396,False,False,False,False,False,True,False,False,False,True,0.7710280373831776,1.0,0.7468030690537084
TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,17.2,368,True,False,False,False,False,False,False,False,True,False,0.5747663551401869,0.34285714285714286,0.6751918158567775
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,15.3,301,False,False,False,True,False,False,False,False,False,True,0.485981308411215,0.24285714285714288,0.5038363171355499
SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,8.8,182,False,False,False,False,True,False,False,False,True,False,0.18224299065420563,0.08571428571428573,0.19948849104859334
VOLKSWAGEN,JETTA,COMPACT,2.8,6,13.6,267,False,False,False,False,True,False,False,False,True,False,0.40654205607476634,0.2571428571428571,0.41687979539641945
ACURA,NSX,SUBCOMPACT,3.2,6,15.4,306,False,False,False,False,False,True,False,False,False,True,0.4906542056074767,0.31428571428571433,0.5166240409207161
